click_id,campaign_id,customer_id,clicked_at,source_url,converted
CLICK_0000050,CMP_0032,38628,2024-03-31T18:00:00,/landing/new-arrivals,false
CLICK_0000051,CMP_0020,87440,2025-10-03T15:00:00,/landing/clearance,true
CLICK_0000052,CMP_0038,62392,2025-05-13T22:00:00,/landing/holiday,false
CLICK_0000053,CMP_0023,8332,2024-03-06T00:00:00,/landing/holiday,false
CLICK_0000054,CMP_0032,,2024-09-14T14:00:00,/landing/new-arrivals,true
CLICK_0000055,CMP_0008,117984,2025-05-15T01:00:00,/landing/new-arrivals,false
CLICK_0000056,CMP_0013,104767,2024-06-27T16:00:00,/landing/clearance,false
CLICK_0000057,CMP_0035,,2025-02-06T00:00:00,/landing/new-arrivals,true
CLICK_0000058,CMP_0035,76905,2024-12-19T02:00:00,/landing/holiday,false
CLICK_0000059,CMP_0007,49915,2025-07-01T05:00:00,/landing/clearance,false
CLICK_0000060,CMP_0018,,2024-09-21T23:00:00,/landing/clearance,true
CLICK_0000061,CMP_0016,133570,2024-08-18T03:00:00,/landing/summer-sale,true
CLICK_0000062,CMP_0028,63701,2025-11-14T13:00:00,/landing/newsletter,false
CLICK_0000063,CMP_0032,72483,2024-05-17T17:00:00,/landing/summer-sale,true
CLICK_0000064,CMP_0035,62060,2025-07-14T04:00:00,/landing/clearance,false
CLICK_0000065,CMP_0021,119385,2024-04-26T05:00:00,/landing/summer-sale,false
CLICK_0000066,CMP_0028,48101,2025-09-02T08:00:00,/landing/clearance,false
CLICK_0000067,CMP_0001,58091,2024-12-01T12:00:00,/landing/summer-sale,false
CLICK_0000068,CMP_0006,,2024-06-08T19:00:00,/landing/new-arrivals,false
CLICK_0000069,CMP_0006,,2024-08-24T14:00:00,/landing/holiday,false
CLICK_0000070,CMP_0015,123988,2025-05-01T00:00:00,/landing/holiday,false
CLICK_0000071,CMP_0015,,2024-12-08T18:00:00,/landing/holiday,true
CLICK_0000072,CMP_0038,,2025-08-14T08:00:00,/landing/clearance,false
CLICK_0000073,CMP_0038,107058,2024-11-11T21:00:00,/landing/holiday,false
CLICK_0000074,CMP_0026,33658,2025-04-17T14:00:00,/landing/newsletter,false
CLICK_0000075,CMP_0025,,2024-02-15T03:00:00,/landing/summer-sale,false
CLICK_0000076,CMP_0027,,2024-05-27T06:00:00,/landing/holiday,false
CLICK_0000077,CMP_0022,38822,2025-11-05T00:00:00,/landing/holiday,false
CLICK_0000078,CMP_0035,109898,2024-06-12T10:00:00,/landing/new-arrivals,false
CLICK_0000079,CMP_0017,,2024-04-07T21:00:00,/landing/summer-sale,false
CLICK_0000080,CMP_0033,128909,2025-05-05T15:00:00,/landing/newsletter,false
CLICK_0000081,CMP_0016,,2024-04-16T19:00:00,/landing/new-arrivals,false
CLICK_0000082,CMP_0029,,2024-10-02T08:00:00,/landing/holiday,false
CLICK_0000083,CMP_0004,128066,2024-03-28T18:00:00,/landing/newsletter,false
CLICK_0000084,CMP_0006,,2025-09-29T12:00:00,/landing/summer-sale,false
CLICK_0000085,CMP_0032,15980,2025-08-30T00:00:00,/landing/summer-sale,false
CLICK_0000086,CMP_0012,141553,2024-08-13T17:00:00,/landing/clearance,false
CLICK_0000087,CMP_0020,116894,2025-04-06T21:00:00,/landing/newsletter,false
CLICK_0000088,CMP_0005,99596,2024-07-07T00:00:00,/landing/summer-sale,true
CLICK_0000089,CMP_0002,,2025-09-28T17:00:00,/landing/new-arrivals,false
CLICK_0000090,CMP_0008,82884,2024-05-07T00:00:00,/landing/summer-sale,false
CLICK_0000091,CMP_0006,126186,2025-04-20T04:00:00,/landing/summer-sale,false
CLICK_0000092,CMP_0023,84745,2025-10-11T06:00:00,/landing/clearance,false
CLICK_0000093,CMP_0010,40057,2024-03-09T10:00:00,/landing/holiday,false
CLICK_0000094,CMP_0021,78643,2025-02-15T11:00:00,/landing/summer-sale,false
CLICK_0000095,CMP_0024,,2024-03-19T07:00:00,/landing/new-arrivals,false
CLICK_0000096,CMP_0014,,2025-01-27T05:00:00,/landing/holiday,false
CLICK_0000097,CMP_0032,,2024-03-25T06:00:00,/landing/newsletter,true
CLICK_0000098,CMP_0030,,2025-08-30T05:00:00,/landing/newsletter,false
CLICK_0000099,CMP_0001,,2025-05-14T17:00:00,/landing/new-arrivals,false
CLICK_0000100,CMP_0025,19616,2024-05-28T09:00:00,/landing/newsletter,false
CLICK_0000101,CMP_0025,12352,2025-08-13T12:00:00,/landing/newsletter,false
CLICK_0000102,CMP_0038,113254,2024-05-21T06:00:00,/landing/clearance,false
CLICK_0000103,CMP_0029,105953,2024-08-02T04:00:00,/landing/clearance,false
CLICK_0000104,CMP_0023,140585,2025-03-01T07:00:00,/landing/holiday,false
CLICK_0000105,CMP_0039,104594,2025-02-05T05:00:00,/landing/clearance,false
CLICK_0000106,CMP_0032,33183,2024-02-17T04:00:00,/landing/summer-sale,false
CLICK_0000107,CMP_0030,113764,2024-11-03T08:00:00,/landing/new-arrivals,false
CLICK_0000108,CMP_0031,140022,2025-05-14T06:00:00,/landing/clearance,false
CLICK_0000109,CMP_0019,142854,2024-02-18T01:00:00,/landing/clearance,false
CLICK_0000110,CMP_0036,124805,2025-01-18T10:00:00,/landing/new-arrivals,true
CLICK_0000111,CMP_0035,,2024-12-18T16:00:00,/landing/summer-sale,false
CLICK_0000112,CMP_0024,149337,2024-09-15T18:00:00,/landing/new-arrivals,false
CLICK_0000113,CMP_0014,54471,2024-07-21T10:00:00,/landing/newsletter,false
CLICK_0000114,CMP_0011,,2024-07-27T08:00:00,/landing/new-arrivals,false
CLICK_0000115,CMP_0011,124988,2025-01-09T14:00:00,/landing/clearance,false
CLICK_0000116,CMP_0026,33658,2025-11-03T08:00:00,/landing/new-arrivals,false
CLICK_0000117,CMP_0032,,2025-11-27T10:00:00,/landing/newsletter,false
CLICK_0000118,CMP_0005,,2024-02-10T05:00:00,/landing/summer-sale,false
CLICK_0000119,CMP_0027,107047,2024-02-20T04:00:00,/landing/holiday,true
CLICK_0000120,CMP_0015,,2025-03-04T05:00:00,/landing/clearance,true
CLICK_0000121,CMP_0020,,2024-09-21T00:00:00,/landing/holiday,false
CLICK_0000122,CMP_0035,,2024-08-17T21:00:00,/landing/clearance,true
CLICK_0000123,CMP_0011,80271,2024-03-23T14:00:00,/landing/clearance,false
CLICK_0000124,CMP_0016,65486,2024-12-12T01:00:00,/landing/newsletter,false
CLICK_0000125,CMP_0017,144128,2025-08-07T04:00:00,/landing/clearance,false
CLICK_0000126,CMP_0030,1704,2024-07-30T05:00:00,/landing/newsletter,false
CLICK_0000127,CMP_0032,138705,2025-04-21T20:00:00,/landing/holiday,false
CLICK_0000128,CMP_0026,10966,2025-10-26T03:00:00,/landing/summer-sale,false
CLICK_0000129,CMP_0033,71368,2025-09-08T00:00:00,/landing/holiday,false
CLICK_0000130,CMP_0040,91018,2025-07-20T02:00:00,/landing/clearance,false
CLICK_0000131,CMP_0006,,2024-04-16T07:00:00,/landing/summer-sale,false
CLICK_0000132,CMP_0010,39057,2025-09-13T07:00:00,/landing/clearance,false
CLICK_0000133,CMP_0003,29987,2025-02-13T12:00:00,/landing/summer-sale,true
CLICK_0000134,CMP_0031,15434,2024-08-22T02:00:00,/landing/summer-sale,false
CLICK_0000135,CMP_0018,144842,2025-01-10T13:00:00,/landing/summer-sale,false
CLICK_0000136,CMP_0012,,2025-06-01T14:00:00,/landing/summer-sale,false
CLICK_0000137,CMP_0027,,2025-02-24T01:00:00,/landing/holiday,false
CLICK_0000138,CMP_0027,4521,2025-06-11T12:00:00,/landing/newsletter,false
CLICK_0000139,CMP_0027,,2024-07-26T12:00:00,/landing/summer-sale,false
CLICK_0000140,CMP_0029,,2025-04-05T18:00:00,/landing/holiday,false
CLICK_0000141,CMP_0001,86132,2025-10-01T11:00:00,/landing/clearance,false
CLICK_0000142,CMP_0017,123790,2024-11-22T04:00:00,/landing/clearance,false
CLICK_0000143,CMP_0031,97041,2025-09-19T18:00:00,/landing/holiday,false
CLICK_0000144,CMP_0022,145208,2025-03-22T07:00:00,/landing/holiday,false
CLICK_0000145,CMP_0038,126186,2025-02-09T18:00:00,/landing/summer-sale,false
CLICK_0000146,CMP_0037,41723,2025-06-11T13:00:00,/landing/summer-sale,false
CLICK_0000147,CMP_0034,145208,2024-12-07T18:00:00,/landing/newsletter,false
CLICK_0000148,CMP_0017,63893,2024-12-22T21:00:00,/landing/new-arrivals,false
CLICK_0000149,CMP_0010,,2025-10-03T23:00:00,/landing/newsletter,true
CLICK_0000150,CMP_0038,26947,2024-10-16T16:00:00,/landing/new-arrivals,false
CLICK_0000151,CMP_0034,72423,2025-12-03T01:00:00,/landing/summer-sale,false
CLICK_0000152,CMP_0037,,2024-03-08T00:00:00,/landing/newsletter,false
CLICK_0000153,CMP_0007,,2025-05-27T17:00:00,/landing/new-arrivals,false
CLICK_0000154,CMP_0016,,2024-11-24T20:00:00,/landing/new-arrivals,false
CLICK_0000155,CMP_0009,,2024-10-17T13:00:00,/landing/summer-sale,false
CLICK_0000156,CMP_0008,,2024-04-16T19:00:00,/landing/newsletter,false
CLICK_0000157,CMP_0007,118947,2025-05-28T00:00:00,/landing/clearance,false
CLICK_0000158,CMP_0012,,2024-07-03T21:00:00,/landing/newsletter,false
CLICK_0000159,CMP_0011,18718,2024-10-31T09:00:00,/landing/clearance,false
CLICK_0000160,CMP_0029,106709,2024-05-22T11:00:00,/landing/newsletter,true
CLICK_0000161,CMP_0006,22443,2024-04-11T20:00:00,/landing/holiday,false
CLICK_0000162,CMP_0037,113764,2025-05-29T13:00:00,/landing/holiday,false
CLICK_0000163,CMP_0016,26353,2024-06-21T10:00:00,/landing/holiday,false
CLICK_0000164,CMP_0023,99346,2025-12-07T16:00:00,/landing/summer-sale,false
CLICK_0000165,CMP_0037,41733,2024-09-28T03:00:00,/landing/clearance,false
CLICK_0000166,CMP_0036,104774,2024-04-14T07:00:00,/landing/newsletter,false
CLICK_0000167,CMP_0009,61658,2024-06-17T19:00:00,/landing/summer-sale,false
CLICK_0000168,CMP_0026,20917,2024-04-26T09:00:00,/landing/newsletter,true
CLICK_0000169,CMP_0028,,2025-03-13T04:00:00,/landing/clearance,false
CLICK_0000170,CMP_0015,111448,2025-07-16T18:00:00,/landing/new-arrivals,false
CLICK_0000171,CMP_0017,67946,2025-06-08T10:00:00,/landing/newsletter,false
CLICK_0000172,CMP_0014,115424,2025-10-10T19:00:00,/landing/summer-sale,false
CLICK_0000173,CMP_0019,21472,2024-07-14T09:00:00,/landing/newsletter,false
CLICK_0000174,CMP_0018,93970,2025-12-22T16:00:00,/landing/holiday,false
CLICK_0000175,CMP_0006,50212,2025-05-24T16:00:00,/landing/summer-sale,false
CLICK_0000176,CMP_0023,47669,2024-02-15T01:00:00,/landing/holiday,true
CLICK_0000177,CMP_0012,,2025-05-21T19:00:00,/landing/new-arrivals,false
CLICK_0000178,CMP_0018,42160,2024-02-20T07:00:00,/landing/holiday,false
CLICK_0000179,CMP_0024,145537,2024-05-07T13:00:00,/landing/summer-sale,false
CLICK_0000180,CMP_0036,92212,2024-09-25T09:00:00,/landing/holiday,false
CLICK_0000181,CMP_0032,82449,2025-08-28T01:00:00,/landing/clearance,false
CLICK_0000182,CMP_0002,,2024-10-22T19:00:00,/landing/summer-sale,false
CLICK_0000183,CMP_0007,,2025-07-05T19:00:00,/landing/new-arrivals,true
CLICK_0000184,CMP_0029,19762,2025-04-08T05:00:00,/landing/newsletter,false
CLICK_0000185,CMP_0031,78643,2025-04-17T06:00:00,/landing/clearance,false
CLICK_0000186,CMP_0008,142754,2024-07-16T03:00:00,/landing/new-arrivals,false
CLICK_0000187,CMP_0001,65904,2024-06-15T20:00:00,/landing/newsletter,false
CLICK_0000188,CMP_0004,3709,2024-08-31T04:00:00,/landing/summer-sale,false
CLICK_0000189,CMP_0039,139886,2025-06-26T19:00:00,/landing/newsletter,false
CLICK_0000190,CMP_0009,97143,2025-09-04T00:00:00,/landing/newsletter,false
CLICK_0000191,CMP_0018,,2025-06-12T04:00:00,/landing/holiday,false
CLICK_0000192,CMP_0032,33089,2025-11-09T01:00:00,/landing/newsletter,false
CLICK_0000193,CMP_0009,147128,2024-05-15T00:00:00,/landing/summer-sale,false
CLICK_0000194,CMP_0002,105516,2025-07-11T19:00:00,/landing/newsletter,false
CLICK_0000195,CMP_0009,,2024-09-11T06:00:00,/landing/newsletter,false
CLICK_0000196,CMP_0033,,2025-04-20T14:00:00,/landing/holiday,false
CLICK_0000197,CMP_0014,121779,2025-11-25T17:00:00,/landing/new-arrivals,false
CLICK_0000198,CMP_0020,566,2024-03-05T10:00:00,/landing/summer-sale,false
CLICK_0000199,CMP_0001,119230,2024-07-01T21:00:00,/landing/holiday,false
CLICK_0000200,CMP_0004,,2024-06-22T14:00:00,/landing/clearance,false
CLICK_0000201,CMP_0001,139030,2024-06-02T06:00:00,/landing/newsletter,false
CLICK_0000202,CMP_0011,,2025-11-08T07:00:00,/landing/holiday,false
CLICK_0000203,CMP_0006,,2025-08-08T04:00:00,/landing/clearance,false
CLICK_0000204,CMP_0025,,2025-12-07T06:00:00,/landing/clearance,false
CLICK_0000205,CMP_0019,141712,2025-09-08T21:00:00,/landing/summer-sale,false
CLICK_0000206,CMP_0024,,2025-10-27T17:00:00,/landing/newsletter,false
CLICK_0000207,CMP_0032,19923,2025-01-11T05:00:00,/landing/summer-sale,false
CLICK_0000208,CMP_0007,91741,2024-05-19T11:00:00,/landing/newsletter,false
CLICK_0000209,CMP_0014,36274,2025-08-13T06:00:00,/landing/clearance,false
CLICK_0000210,CMP_0035,,2024-10-19T04:00:00,/landing/holiday,false
CLICK_0000211,CMP_0020,,2024-02-26T19:00:00,/landing/newsletter,false
CLICK_0000212,CMP_0022,142402,2024-04-29T14:00:00,/landing/summer-sale,false
CLICK_0000213,CMP_0038,105487,2024-02-28T09:00:00,/landing/clearance,true
CLICK_0000214,CMP_0006,14664,2024-03-10T02:00:00,/landing/summer-sale,false
CLICK_0000215,CMP_0015,34294,2024-11-13T17:00:00,/landing/newsletter,false
CLICK_0000216,CMP_0010,144128,2024-09-04T19:00:00,/landing/summer-sale,false
CLICK_0000217,CMP_0022,,2025-10-02T13:00:00,/landing/newsletter,false
CLICK_0000218,CMP_0028,125038,2025-09-08T03:00:00,/landing/new-arrivals,false
CLICK_0000219,CMP_0035,60324,2025-09-08T22:00:00,/landing/new-arrivals,false
CLICK_0000220,CMP_0008,140021,2024-07-13T08:00:00,/landing/holiday,false
CLICK_0000221,CMP_0040,110605,2025-09-03T05:00:00,/landing/clearance,false
CLICK_0000222,CMP_0021,55099,2025-08-31T09:00:00,/landing/clearance,false
CLICK_0000223,CMP_0025,82935,2025-08-29T16:00:00,/landing/new-arrivals,false
CLICK_0000224,CMP_0029,,2025-12-06T01:00:00,/landing/summer-sale,true
CLICK_0000225,CMP_0037,138705,2025-09-01T21:00:00,/landing/clearance,true
CLICK_0000226,CMP_0016,28338,2025-03-24T16:00:00,/landing/clearance,false
CLICK_0000227,CMP_0023,,2024-05-26T01:00:00,/landing/newsletter,false
CLICK_0000228,CMP_0039,75862,2025-08-28T04:00:00,/landing/newsletter,false
CLICK_0000229,CMP_0022,,2025-10-24T10:00:00,/landing/holiday,false
CLICK_0000230,CMP_0019,,2024-11-14T06:00:00,/landing/summer-sale,false
CLICK_0000231,CMP_0014,91741,2025-04-11T07:00:00,/landing/new-arrivals,false
CLICK_0000232,CMP_0002,,2025-03-14T05:00:00,/landing/newsletter,false
CLICK_0000233,CMP_0003,12115,2025-11-26T00:00:00,/landing/holiday,false
CLICK_0000234,CMP_0026,15890,2024-04-21T07:00:00,/landing/new-arrivals,false
CLICK_0000235,CMP_0013,72098,2024-05-05T19:00:00,/landing/clearance,false
CLICK_0000236,CMP_0019,141406,2025-04-30T02:00:00,/landing/holiday,true
CLICK_0000237,CMP_0001,125234,2024-05-20T06:00:00,/landing/clearance,true
CLICK_0000238,CMP_0018,18718,2025-10-29T12:00:00,/landing/summer-sale,false
CLICK_0000239,CMP_0037,96788,2024-12-10T13:00:00,/landing/holiday,true
CLICK_0000240,CMP_0039,128504,2025-12-03T07:00:00,/landing/new-arrivals,false
CLICK_0000241,CMP_0032,42599,2025-01-01T02:00:00,/landing/newsletter,false
CLICK_0000242,CMP_0013,14911,2024-07-10T13:00:00,/landing/clearance,false
CLICK_0000243,CMP_0025,,2025-01-23T16:00:00,/landing/new-arrivals,false
CLICK_0000244,CMP_0017,,2024-07-25T21:00:00,/landing/clearance,false
CLICK_0000245,CMP_0034,113764,2025-08-25T00:00:00,/landing/newsletter,false
CLICK_0000246,CMP_0025,,2024-03-27T03:00:00,/landing/summer-sale,false
CLICK_0000247,CMP_0006,7236,2024-03-26T18:00:00,/landing/newsletter,true
CLICK_0000248,CMP_0008,65633,2025-08-20T17:00:00,/landing/new-arrivals,false
CLICK_0000249,CMP_0021,80613,2024-06-20T21:00:00,/landing/newsletter,true
CLICK_0000250,CMP_0008,69202,2024-09-11T11:00:00,/landing/holiday,true
CLICK_0000251,CMP_0007,69591,2024-08-02T16:00:00,/landing/holiday,false
CLICK_0000252,CMP_0025,120518,2025-12-10T23:00:00,/landing/new-arrivals,false
CLICK_0000253,CMP_0023,136294,2024-11-03T14:00:00,/landing/new-arrivals,false
CLICK_0000254,CMP_0022,134899,2025-01-05T07:00:00,/landing/clearance,false
CLICK_0000255,CMP_0037,122697,2025-01-02T22:00:00,/landing/summer-sale,false
CLICK_0000256,CMP_0017,140474,2024-04-09T00:00:00,/landing/summer-sale,false
CLICK_0000257,CMP_0017,135780,2024-05-08T00:00:00,/landing/holiday,false
CLICK_0000258,CMP_0020,,2024-10-23T19:00:00,/landing/holiday,false
CLICK_0000259,CMP_0010,,2024-10-24T13:00:00,/landing/newsletter,false
CLICK_0000260,CMP_0030,,2025-05-21T06:00:00,/landing/summer-sale,false
CLICK_0000261,CMP_0030,,2024-11-25T01:00:00,/landing/holiday,false
CLICK_0000262,CMP_0010,,2024-03-10T15:00:00,/landing/new-arrivals,false
CLICK_0000263,CMP_0007,,2025-02-04T09:00:00,/landing/clearance,false
CLICK_0000264,CMP_0001,140474,2025-01-08T07:00:00,/landing/new-arrivals,true
CLICK_0000265,CMP_0018,10459,2024-09-01T10:00:00,/landing/clearance,false
CLICK_0000266,CMP_0015,105953,2024-03-31T11:00:00,/landing/summer-sale,false
CLICK_0000267,CMP_0007,23693,2024-09-15T21:00:00,/landing/clearance,false
CLICK_0000268,CMP_0027,131820,2024-04-17T04:00:00,/landing/new-arrivals,false
CLICK_0000269,CMP_0027,70801,2024-03-25T10:00:00,/landing/clearance,false
CLICK_0000270,CMP_0022,11932,2025-06-04T20:00:00,/landing/clearance,false
CLICK_0000271,CMP_0007,102233,2025-04-07T20:00:00,/landing/summer-sale,false
CLICK_0000272,CMP_0006,149188,2024-06-13T20:00:00,/landing/new-arrivals,false
CLICK_0000273,CMP_0004,52201,2025-05-15T23:00:00,/landing/clearance,false
CLICK_0000274,CMP_0031,,2025-12-12T10:00:00,/landing/holiday,true
CLICK_0000275,CMP_0015,117602,2025-10-11T14:00:00,/landing/newsletter,false
CLICK_0000276,CMP_0015,64813,2025-07-01T01:00:00,/landing/clearance,false
CLICK_0000277,CMP_0022,18077,2024-07-26T16:00:00,/landing/new-arrivals,false
CLICK_0000278,CMP_0016,85507,2025-07-28T21:00:00,/landing/newsletter,false
CLICK_0000279,CMP_0027,145692,2024-07-14T10:00:00,/landing/clearance,false
CLICK_0000280,CMP_0025,94105,2025-05-29T02:00:00,/landing/new-arrivals,true
CLICK_0000281,CMP_0011,117060,2024-06-12T02:00:00,/landing/summer-sale,false
CLICK_0000282,CMP_0030,77950,2025-07-23T22:00:00,/landing/holiday,false
CLICK_0000283,CMP_0022,148730,2024-02-09T22:00:00,/landing/holiday,false
CLICK_0000284,CMP_0007,82491,2024-06-18T18:00:00,/landing/new-arrivals,false
CLICK_0000285,CMP_0019,100977,2025-10-11T09:00:00,/landing/summer-sale,false
CLICK_0000286,CMP_0038,,2025-04-01T02:00:00,/landing/holiday,false
CLICK_0000287,CMP_0031,,2024-11-27T06:00:00,/landing/clearance,false
CLICK_0000288,CMP_0010,64197,2024-09-23T21:00:00,/landing/summer-sale,true
CLICK_0000289,CMP_0009,49455,2024-12-19T02:00:00,/landing/holiday,false
CLICK_0000290,CMP_0008,148683,2024-09-30T14:00:00,/landing/newsletter,false
CLICK_0000291,CMP_0012,673,2025-11-11T20:00:00,/landing/new-arrivals,false
CLICK_0000292,CMP_0009,147128,2024-09-25T22:00:00,/landing/clearance,false
CLICK_0000293,CMP_0020,33457,2024-02-21T01:00:00,/landing/holiday,false
CLICK_0000294,CMP_0006,,2024-04-01T05:00:00,/landing/new-arrivals,false
CLICK_0000295,CMP_0005,50628,2025-08-15T05:00:00,/landing/summer-sale,false
CLICK_0000296,CMP_0040,,2024-05-16T18:00:00,/landing/clearance,false
CLICK_0000297,CMP_0031,40580,2025-08-23T23:00:00,/landing/summer-sale,false
CLICK_0000298,CMP_0006,117487,2025-04-22T22:00:00,/landing/summer-sale,true
CLICK_0000299,CMP_0040,,2025-11-28T03:00:00,/landing/clearance,false
CLICK_0000300,CMP_0003,54221,2025-06-22T04:00:00,/landing/holiday,false
CLICK_0000301,CMP_0038,61966,2024-10-28T07:00:00,/landing/holiday,false
CLICK_0000302,CMP_0006,82935,2024-04-27T13:00:00,/landing/new-arrivals,false
CLICK_0000303,CMP_0009,110139,2024-07-05T17:00:00,/landing/new-arrivals,false
CLICK_0000304,CMP_0039,55522,2025-05-24T19:00:00,/landing/newsletter,false
CLICK_0000305,CMP_0035,143166,2025-12-07T09:00:00,/landing/clearance,false
CLICK_0000306,CMP_0039,,2024-10-09T13:00:00,/landing/clearance,false
CLICK_0000307,CMP_0021,86739,2025-01-03T05:00:00,/landing/newsletter,false
CLICK_0000308,CMP_0037,65633,2025-05-02T22:00:00,/landing/holiday,false
CLICK_0000309,CMP_0022,41035,2024-09-21T16:00:00,/landing/summer-sale,false
CLICK_0000310,CMP_0005,112902,2024-07-26T16:00:00,/landing/clearance,false
CLICK_0000311,CMP_0035,19421,2024-06-06T19:00:00,/landing/new-arrivals,false
CLICK_0000312,CMP_0018,99350,2024-05-22T15:00:00,/landing/holiday,false
CLICK_0000313,CMP_0035,57521,2024-02-18T12:00:00,/landing/holiday,false
CLICK_0000314,CMP_0020,,2025-10-08T02:00:00,/landing/summer-sale,false
CLICK_0000315,CMP_0024,95639,2024-05-08T22:00:00,/landing/clearance,false
CLICK_0000316,CMP_0004,34294,2025-06-05T06:00:00,/landing/new-arrivals,true
CLICK_0000317,CMP_0035,63781,2025-03-16T03:00:00,/landing/new-arrivals,false
CLICK_0000318,CMP_0014,,2025-01-03T14:00:00,/landing/new-arrivals,false
CLICK_0000319,CMP_0022,,2025-09-06T18:00:00,/landing/summer-sale,false
CLICK_0000320,CMP_0027,,2024-10-04T04:00:00,/landing/new-arrivals,false
CLICK_0000321,CMP_0004,,2024-02-06T10:00:00,/landing/new-arrivals,false
CLICK_0000322,CMP_0040,33104,2025-04-12T12:00:00,/landing/new-arrivals,false
CLICK_0000323,CMP_0004,,2025-01-12T18:00:00,/landing/newsletter,false
CLICK_0000324,CMP_0006,,2024-03-14T06:00:00,/landing/newsletter,false
CLICK_0000325,CMP_0011,106953,2024-05-31T22:00:00,/landing/new-arrivals,false
CLICK_0000326,CMP_0021,37790,2024-04-01T08:00:00,/landing/holiday,false
CLICK_0000327,CMP_0022,6957,2024-11-24T08:00:00,/landing/summer-sale,true
